,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
1692,Juncheng Shang,Edan Leshem,80%,1.39,70%,0.7,0.8,10,5,1.39,Juncheng Shang,Mens,Fav
1693,Inaki Montes De La Torre,Inaki Montes De La Torre,40%,3.35,90%,0.9,0.4,10,5,1.3,Aleksandar Kovacevic,Mens,Dog
1694,Max Purcell,Kyle Seelig,0%,1.21,75%,0.75,0.0,12,5,1.21,Max Purcell,Mens,Fav
1695,Paul Jubb,Paul Jubb,0%,2.79,65%,0.6470588235294118,0.0,17,5,1.4,Michael Mmoh,Mens,Dog
1696,James McCabe,James McCabe,40%,2.87,27%,0.2727272727272727,0.4,11,5,1.38,Alex Bolt,Mens,Dog
1697,Tristan Schoolkate,Luke Saville,100%,1.78,40%,0.4,1.0,10,5,1.78,Tristan Schoolkate,Mens,Fav
1698,Nino Serdarusic,Filip Cristian Jianu,0%,1.73,40%,0.4,0.0,10,6,1.73,Nino Serdarusic,Mens,Fav
1699,Dominic Stricker,Vit Kopriva,40%,1.35,50%,0.5,0.4,14,5,1.35,Dominic Stricker,Mens,Fav
1700,John Millman,Frederico Ferreira Silva,50%,1.4,80%,0.8,0.5,10,10,1.4,John Millman,Mens,Fav
1701,Otto Virtanen,Otto Virtanen,25%,2.48,60%,0.6,0.25,10,8,1.5,Zhizhen Zhang,Mens,Dog
1702,Yannick Hanfmann,Alexander Shevchenko,12%,1.82,50%,0.5,0.125,10,8,1.82,Yannick Hanfmann,Mens,Fav
1703,Andrea Vavassori,Andrea Vavassori,64%,2.62,67%,0.6666666666666666,0.6363636363636364,21,11,1.45,Borna Gojo,Mens,Dog
1704,Jurij Rodionov,Altug Celikbilek,53%,1.6,57%,0.5714285714285714,0.5294117647058824,21,17,1.6,Jurij Rodionov,Mens,Fav
1705,Christopher Eubanks,Aziz Dougaz,20%,1.18,70%,0.7,0.2,10,5,1.18,Christopher Eubanks,Mens,Fav
1706,Gilles Simon,Gilles Simon,43%,6.9,83%,0.8333333333333334,0.42857142857142855,12,7,1.11,Felix Auger Aliassime,Mens,Dog
1707,Corentin Moutet,Corentin Moutet,46%,3.02,77%,0.7659574468085106,0.46153846153846156,47,13,1.39,Cameron Norrie,Mens,Dog
1708,Carlos Alcaraz,Grigor Dimitrov,52%,1.3,78%,0.7777777777777778,0.5238095238095238,36,21,1.3,Carlos Alcaraz,Mens,Fav
1709,Ons Jabeur,Ons Jabeur,54%,2.05,69%,0.6944444444444444,0.5357142857142857,36,28,1.79,Jessica Pegula,Womens,Dog
1710,Holger Rune,Holger Rune,52%,2.33,69%,0.6875,0.5238095238095238,48,21,1.61,Andrey Rublev,Mens,Dog
1711,Anna Lena Friedsam,Sophie Chang,20%,1.75,27%,0.2727272727272727,0.2,11,5,1.75,Anna Lena Friedsam,Womens,Fav
1712,Robin Anderson,Robin Anderson,40%,1.96,64%,0.6363636363636364,0.4,11,5,1.8,Katrina Scott,Womens,Dog
1713,Ann Li,Magdalena Frech,69%,1.77,60%,0.6,0.6923076923076923,25,13,1.77,Ann Li,Womens,Fav
1714,Sofia Kenin,Sofia Kenin,18%,2.32,91%,0.9090909090909091,0.18181818181818182,11,11,1.58,Madison Brengle,Womens,Dog
1715,Carlos Alcaraz,Yoshihito Nishioka,55%,1.21,78%,0.7777777777777778,0.55,36,20,1.21,Carlos Alcaraz,Mens,Fav
1716,Maria Sakkari,Maria Sakkari,55%,2.05,50%,0.5,0.55,28,40,1.8,Aryna Sabalenka,Womens,Dog
1717,Gilles Simon,Gilles Simon,50%,6.88,80%,0.8,0.5,10,8,1.11,Taylor Fritz,Mens,Dog
1718,Holger Rune,Holger Rune,52%,2.49,62%,0.6222222222222222,0.5238095238095238,45,21,1.53,Hubert Hurkacz,Mens,Dog
1719,Pablo Carreno Busta,Pablo Carreno Busta,58%,2.01,54%,0.5384615384615384,0.5833333333333334,39,36,1.79,Denis Shapovalov,Mens,Dog
1720,Tommy Paul,Tommy Paul,47%,2.72,83%,0.8333333333333334,0.47058823529411764,18,34,1.46,Rafael Nadal,Mens,Dog
1721,Lorenzo Musetti,Lorenzo Musetti,29%,2.27,68%,0.6842105263157895,0.2857142857142857,38,14,1.63,Casper Ruud,Mens,Dog
1722,Frances Tiafoe,Frances Tiafoe,56%,2.14,54%,0.5384615384615384,0.5581395348837209,39,43,1.71,Alex De Minaur,Mens,Dog
1723,Grigor Dimitrov,Fabio Fognini,33%,1.21,54%,0.5357142857142857,0.3333333333333333,28,21,1.21,Grigor Dimitrov,Mens,Fav
1724,Borna Gojo,Evgeny Karlovskiy,29%,1.22,50%,0.5,0.2857142857142857,12,7,1.22,Borna Gojo,Mens,Fav
1725,Nuno Borges,Dennis Novak,62%,1.74,74%,0.7368421052631579,0.625,19,8,1.74,Nuno Borges,Mens,Fav
1726,Andrea Vavassori,Andrea Vavassori,60%,1.94,60%,0.6,0.6,10,10,1.8,Nicolas Jarry,Mens,Dog
1727,Matteo Arnaldi,Matteo Arnaldi,80%,2.35,43%,0.43478260869565216,0.8,23,5,1.55,Gregoire Barrere,Mens,Dog
1728,Kaichi Uchida,Kaichi Uchida,50%,1.89,30%,0.3,0.5,10,10,1.84,Yunseong Chung,Mens,Dog
1729,Luca Nardi,Tomas Machac,53%,1.77,40%,0.4,0.5294117647058824,10,17,1.77,Luca Nardi,Mens,Fav
1730,Christopher Oconnell,Ergi Kirkin,0%,1.1,70%,0.7,0.0,10,5,1.1,Christopher Oconnell,Mens,Fav
1731,Jurij Rodionov,Fernando Verdasco,40%,1.62,33%,0.3333333333333333,0.4,12,15,1.62,Jurij Rodionov,Mens,Fav
1732,Peyton Stearns,Peyton Stearns,20%,2.05,40%,0.4,0.2,10,5,1.74,Asia Muhammad,Womens,Dog
1733,Caroline Garcia,Caroline Garcia,42%,2.37,52%,0.52,0.4166666666666667,25,24,1.59,Cori Gauff,Womens,Dog
1734,Iga Swiatek,Daria Kasatkina,46%,1.17,78%,0.78,0.46153846153846156,50,26,1.17,Iga Swiatek,Womens,Fav
1735,Camila Osorio,Eugenie Bouchard,40%,1.8,62%,0.6153846153846154,0.4,13,5,1.8,Camila Osorio,Womens,Fav
1736,Elizabeth Mandlik,Gabriela Lee,20%,1.2,20%,0.2,0.2,10,5,1.2,Elizabeth Mandlik,Womens,Fav
1737,Ashlyn Krueger,Ashlyn Krueger,40%,1.96,50%,0.5,0.4,10,5,1.81,Moyuka Uchijima,Womens,Dog
1738,Caty Mcnally,Alycia Parks,25%,1.31,56%,0.5625,0.25,16,8,1.31,Caty Mcnally,Womens,Fav
1739,Madison Brengle,Carol Zhao,0%,1.1,62%,0.6153846153846154,0.0,13,6,1.1,Madison Brengle,Womens,Fav
1740,Sachia Vickery,Elvina Kalieva,33%,1.71,40%,0.4,0.3333333333333333,10,6,1.71,Sachia Vickery,Womens,Fav
1741,Marc Polmans,Yuta Shimizu,40%,1.74,60%,0.6,0.4,10,5,1.74,Marc Polmans,Mens,Fav
1742,Jan Lennard Struff,Flavio Cobolli,30%,1.38,25%,0.25,0.3,12,10,1.38,Jan Lennard Struff,Mens,Fav
1743,Yosuke Watanuki,Tatsuma Ito,20%,1.21,64%,0.6363636363636364,0.2,11,5,1.21,Yosuke Watanuki,Mens,Fav
1744,Mark Whitehouse,Mark Whitehouse,40%,3.76,60%,0.6,0.4,10,5,1.24,Sasi Kumar Mukund,Mens,Dog
1745,Marek Gengel,Marek Gengel,25%,2.22,70%,0.7,0.25,10,8,1.61,Rio Noguchi,Mens,Dog
1746,Mikael Ymer,Mikael Ymer,61%,4.72,83%,0.8275862068965517,0.6111111111111112,29,18,1.19,Felix Auger Aliassime,Mens,Dog
1747,Alex De Minaur,Alex De Minaur,48%,4.97,75%,0.75,0.4827586206896552,56,29,1.18,Daniil Medvedev,Mens,Dog
1748,Frances Tiafoe,Frances Tiafoe,60%,1.99,50%,0.5,0.6,14,50,1.83,Jack Draper,Mens,Dog
1749,Lorenzo Musetti,Nikoloz Basilashvili,38%,1.23,57%,0.5714285714285714,0.3793103448275862,21,29,1.23,Lorenzo Musetti,Mens,Fav
1750,Holger Rune,Stan Wawrinka,44%,1.47,90%,0.9,0.4444444444444444,20,9,1.47,Holger Rune,Mens,Fav
1751,Karen Khachanov,Marc Andrea Huesler,67%,1.53,62%,0.6170212765957447,0.6666666666666666,47,12,1.53,Karen Khachanov,Mens,Fav
1752,Casper Ruud,Richard Gasquet,33%,1.51,89%,0.8947368421052632,0.3333333333333333,19,12,1.51,Casper Ruud,Mens,Fav
1753,Denis Shapovalov,Francisco Cerundolo,46%,1.22,55%,0.55,0.46153846153846156,40,13,1.22,Denis Shapovalov,Mens,Fav
1754,Grigor Dimitrov,Botic Van De Zandschulp,47%,1.61,48%,0.48484848484848486,0.46875,33,32,1.61,Grigor Dimitrov,Mens,Fav
1755,Stefanos Tsitsipas,Daniel Evans,46%,1.3,65%,0.6521739130434783,0.45714285714285713,46,35,1.3,Stefanos Tsitsipas,Mens,Fav
1756,Novak Djokovic,Maxime Cressy,38%,1.06,85%,0.85,0.38095238095238093,20,21,1.06,Novak Djokovic,Mens,Fav
1757,Edan Leshem,Edan Leshem,60%,2.59,60%,0.6,0.6,10,5,1.46,Alexis Galarneau,Mens,Dog
1758,Ulises Blanch,Nicolas Mejia,41%,1.58,55%,0.5454545454545454,0.4117647058823529,11,17,1.58,Ulises Blanch,Mens,Fav
1759,Facundo Mena,Facundo Mena,83%,2.36,60%,0.6,0.8333333333333334,10,6,1.54,Murphy Cassone,Mens,Dog
1760,Aziz Dougaz,Aziz Dougaz,20%,2.72,36%,0.36363636363636365,0.2,11,5,1.42,Zachary Svajda,Mens,Dog
1761,Stefan Kozlov,Mitchell Krueger,38%,1.76,74%,0.7419354838709677,0.38095238095238093,31,21,1.76,Stefan Kozlov,Mens,Fav
1762,Brandon Holt,Tennys Sandgren,29%,1.64,45%,0.45454545454545453,0.2857142857142857,11,7,1.64,Brandon Holt,Mens,Fav
1763,Denis Kudla,Sebastian Fanselow,20%,1.13,80%,0.8,0.2,10,5,1.13,Denis Kudla,Mens,Fav
1764,Dennis Novak,Dennis Novak,40%,1.9,65%,0.6470588235294118,0.4,17,5,1.83,Cem Ilkel,Mens,Dog
1765,Nino Serdarusic,Nino Serdarusic,40%,2.33,50%,0.5,0.4,10,5,1.56,Shintaro Mochizuki,Mens,Dog
1766,Dominic Stricker,Tim Van Rijthoven,31%,1.68,45%,0.45454545454545453,0.3125,11,16,1.68,Dominic Stricker,Mens,Fav
1767,Nuno Borges,Jozef Kovalik,17%,1.34,64%,0.6363636363636364,0.16666666666666666,11,6,1.34,Nuno Borges,Mens,Fav
1768,Yannick Hanfmann,Zsombor Piros,64%,1.85,40%,0.4,0.6428571428571429,10,14,1.85,Yannick Hanfmann,Mens,Fav
1769,Vit Kopriva,Vit Kopriva,56%,2.05,55%,0.5454545454545454,0.5555555555555556,11,9,1.72,Dimitar Kuzmanov,Mens,Dog
1770,Filip Cristian Jianu,Filip Cristian Jianu,14%,2.34,42%,0.4166666666666667,0.14285714285714285,12,7,1.55,Hiroki Moriya,Mens,Dog
1771,Frederico Ferreira Silva,David Ionel Nicholas,40%,1.64,60%,0.6,0.4,10,5,1.64,Frederico Ferreira Silva,Mens,Fav
1772,Kaichi Uchida,Chan Hong Seong,40%,1.85,45%,0.45454545454545453,0.4,11,5,1.85,Kaichi Uchida,Mens,Fav
1773,Altug Celikbilek,Alibek Kachmazov,40%,1.47,55%,0.5454545454545454,0.4,11,5,1.47,Altug Celikbilek,Mens,Fav
1774,Alexander Shevchenko,Alexander Shevchenko,40%,3.15,83%,0.8333333333333334,0.4,12,5,1.33,Kamil Majchrzak,Mens,Dog
1775,Robin Montgomery,Katherine Sebov,40%,1.34,44%,0.4444444444444444,0.4,9,5,1.34,Robin Montgomery,Womens,Fav
1776,Zhizhen Zhang,Giulio Zeppieri,0%,1.54,55%,0.5454545454545454,0.0,11,5,1.54,Zhizhen Zhang,Mens,Fav
1777,Elvina Kalieva,Jamie Loeb,40%,1.52,50%,0.5,0.4,10,5,1.52,Elvina Kalieva,Womens,Fav
1778,Coco Vandeweghe,Coco Vandeweghe,44%,2.37,76%,0.7647058823529411,0.4444444444444444,17,9,1.55,Magdalena Frech,Womens,Dog
1779,Christopher Oconnell,Ramkumar Ramanathan,27%,1.21,45%,0.45454545454545453,0.26666666666666666,11,15,1.21,Christopher Oconnell,Mens,Fav
1780,Nao Hibino,Nao Hibino,20%,3.42,64%,0.6428571428571429,0.2,14,5,1.3,Shuai Zhang,Womens,Dog
1781,Lin Zhu,Louisa Chirico,60%,1.39,54%,0.5384615384615384,0.6,13,5,1.39,Lin Zhu,Womens,Fav
1782,Ann Li,Varvara Gracheva,60%,1.69,59%,0.5862068965517241,0.6,29,15,1.69,Ann Li,Womens,Fav
1783,Aryna Sabalenka,Aryna Sabalenka,48%,2.05,57%,0.5714285714285714,0.48148148148148145,28,27,1.8,Ons Jabeur,Womens,Dog
1784,Maria Sakkari,Maria Sakkari,50%,2.91,71%,0.7142857142857143,0.5,35,36,1.41,Jessica Pegula,Womens,Dog
1785,Nathan Ponwith,Nathan Ponwith,40%,2.38,50%,0.5,0.4,10,5,1.52,Charles Broom,Mens,Dog
1786,Murphy Cassone,Strong Kirchheimer,40%,1.34,60%,0.6,0.4,10,5,1.34,Murphy Cassone,Mens,Fav
1787,Ulises Blanch,Donald Young,38%,1.66,60%,0.6,0.375,10,8,1.66,Ulises Blanch,Mens,Fav
1788,Zizou Bergs,Liam Broady,64%,1.85,44%,0.4375,0.6363636363636364,16,22,1.85,Zizou Bergs,Mens,Fav
1789,Otto Virtanen,Manuel Guinard,70%,1.85,20%,0.2,0.7,10,10,1.85,Otto Virtanen,Mens,Fav
1790,Jason Jung,Jason Jung,31%,2.07,45%,0.45454545454545453,0.3076923076923077,11,13,1.7,Zdenek Kolar,Mens,Dog
1791,Rio Noguchi,Philip Sekulic,20%,1.37,80%,0.8,0.2,10,5,1.37,Rio Noguchi,Mens,Fav
1792,Roberto Bautista Agut,Tommy Paul,51%,1.6,59%,0.5945945945945946,0.5128205128205128,37,39,1.6,Roberto Bautista Agut,Mens,Fav
1793,Hubert Hurkacz,Adrian Mannarino,40%,1.22,62%,0.62,0.4,50,25,1.22,Hubert Hurkacz,Mens,Fav
1794,Arthur Fils,Arthur Fils,60%,2.15,50%,0.5,0.6,12,5,1.7,Fabio Fognini,Mens,Dog
1795,Pablo Carreno Busta,Albert Ramos Vinolas,33%,1.2,62%,0.625,0.3333333333333333,40,9,1.2,Pablo Carreno Busta,Mens,Fav
1796,Jack Draper,Arthur Rinderknech,55%,1.55,53%,0.5333333333333333,0.5526315789473685,15,38,1.55,Jack Draper,Mens,Fav
1797,Daniel Evans,Brandon Nakashima,42%,1.87,51%,0.5098039215686274,0.41935483870967744,51,31,1.87,Daniel Evans,Mens,Fav
1798,Novak Djokovic,Maxime Cressy,37%,1.06,84%,0.8421052631578947,0.3684210526315789,19,19,1.06,Novak Djokovic,Mens,Fav
1799,Andrey Rublev,John Isner,48%,1.34,71%,0.7068965517241379,0.4782608695652174,58,23,1.34,Andrey Rublev,Mens,Fav
1800,Alex De Minaur,Alex De Minaur,51%,2.11,54%,0.5405405405405406,0.5116279069767442,37,43,1.73,Sebastian Korda,Mens,Dog
1801,Gilles Simon,Gilles Simon,50%,3.88,60%,0.6,0.5,10,10,1.26,Andy Murray,Mens,Dog
1802,Mikael Ymer,Mikael Ymer,54%,2.1,58%,0.5769230769230769,0.5357142857142857,26,28,1.73,Alexander Bublik,Mens,Dog
1803,Frances Tiafoe,Lorenzo Sonego,48%,1.46,60%,0.6041666666666666,0.4782608695652174,48,23,1.46,Frances Tiafoe,Mens,Fav
1804,Maxime Cressy,Diego Schwartzman,53%,1.68,40%,0.4,0.5294117647058824,25,34,1.68,Maxime Cressy,Mens,Fav
1805,Marc Andrea Huesler,Marc Andrea Huesler,60%,4.65,80%,0.8,0.6,40,10,1.2,Jannik Sinner,Mens,Dog
1806,Tatsuma Ito,Tatsuma Ito,0%,5.11,67%,0.6666666666666666,0.0,9,5,1.15,Hoang Ly Nam,Mens,Dog
1807,Inaki Montes De La Torre,Inaki Montes De La Torre,80%,1.92,70%,0.7,0.8,10,5,1.81,Alafia Ayeni,Mens,Dog
1808,Corentin Moutet,Corentin Moutet,43%,2.97,60%,0.6,0.42857142857142855,15,14,1.4,Borna Coric,Mens,Dog
1809,Christopher Eubanks,Nicolas Alvarez Varona,17%,1.27,69%,0.6923076923076923,0.16666666666666666,13,6,1.27,Christopher Eubanks,Mens,Fav
1810,Michael Mmoh,Ernesto Escobedo,50%,1.33,60%,0.6,0.5,15,14,1.33,Michael Mmoh,Mens,Fav
1811,Alex Bolt,Dane Sweeny,80%,1.73,18%,0.18181818181818182,0.8,11,5,1.73,Alex Bolt,Mens,Fav
1812,Max Purcell,Prajnesh Gunneswaran,50%,1.23,60%,0.6,0.5,10,10,1.23,Max Purcell,Mens,Fav
1813,Luke Saville,Ajeet Rai,60%,1.34,70%,0.7,0.6,10,5,1.34,Luke Saville,Mens,Fav
1814,Tristan Schoolkate,Tristan Schoolkate,17%,2.4,80%,0.8,0.16666666666666666,10,6,1.53,Omar Jasika,Mens,Dog
1815,Mark Whitehouse,Mark Whitehouse,40%,2.64,70%,0.7,0.4,10,5,1.44,Dayne Kelly,Mens,Dog
1816,James McCabe,Jeremy Jin,60%,1.22,33%,0.3333333333333333,0.6,6,5,1.22,James McCabe,Mens,Fav
1817,Yuta Shimizu,Yuta Shimizu,40%,3.33,50%,0.5,0.4,10,5,1.3,Rinky Hijikata,Mens,Dog
1818,Nathan Ponwith,Nathan Ponwith,40%,5.13,80%,0.8,0.4,10,5,1.14,Emilio Nava,Mens,Dog
1819,Juncheng Shang,Juan Pablo Ficovich,57%,1.29,55%,0.5454545454545454,0.5714285714285714,11,7,1.29,Juncheng Shang,Mens,Fav
1820,Kyle Seelig,Yusuke Takahashi,20%,1.35,0%,0.0,0.2,5,5,1.35,Kyle Seelig,Mens,Fav
1821,Aleksandar Kovacevic,Enzo Couacaud,59%,1.85,28%,0.2777777777777778,0.5909090909090909,18,22,1.85,Aleksandar Kovacevic,Mens,Fav
1822,Cannon Kingsley,Connor Farren,20%,1.24,64%,0.6363636363636364,0.2,11,5,1.24,Cannon Kingsley,Mens,Fav
1823,Murphy Cassone,Nick Chappell,60%,1.53,56%,0.5555555555555556,0.6,9,5,1.53,Murphy Cassone,Mens,Fav
1824,Nathan Ponwith,Nathan Ponwith,20%,3.61,70%,0.7,0.2,10,5,1.25,August Holmgren,Mens,Dog
1825,Katherine Sebov,Hanna Chang,20%,1.39,17%,0.16666666666666666,0.2,6,5,1.39,Katherine Sebov,Womens,Fav
1826,Evgeny Karlovskiy,Evgeny Karlovskiy,40%,2.31,54%,0.5384615384615384,0.4,13,5,1.54,Marius Copil,Mens,Dog
1827,Andrea Vavassori,Valentin Royer,60%,1.41,70%,0.7,0.6,10,5,1.41,Andrea Vavassori,Mens,Fav
1828,John Isner,John Isner,50%,2.12,35%,0.35294117647058826,0.5,17,22,1.73,Oscar Otte,Mens,Dog
1829,Cameron Norrie,Miomir Kecmanovic,52%,1.58,59%,0.5892857142857143,0.5185185185185185,56,27,1.58,Cameron Norrie,Mens,Fav
1830,Yoshihito Nishioka,Aslan Karatsev,44%,1.42,56%,0.5555555555555556,0.4375,36,32,1.42,Yoshihito Nishioka,Mens,Fav
1831,Taylor Fritz,Alejandro Davidovich Fokina,17%,1.23,70%,0.6956521739130435,0.17391304347826086,46,23,1.23,Taylor Fritz,Mens,Fav
1832,Nikoloz Basilashvili,Nikoloz Basilashvili,41%,3.95,55%,0.55,0.4090909090909091,20,22,1.25,Quentin Halys,Mens,Dog
1833,Marin Cilic,Lorenzo Musetti,33%,1.52,56%,0.5555555555555556,0.3333333333333333,36,18,1.52,Marin Cilic,Mens,Fav
1834,Alex Molcan,Alex Molcan,40%,2.53,48%,0.47619047619047616,0.4,21,15,1.51,Richard Gasquet,Mens,Dog
1835,Diego Schwartzman,Diego Schwartzman,52%,2.27,42%,0.4166666666666667,0.5151515151515151,24,33,1.63,Maxime Cressy,Mens,Dog
1836,Antoine Bellier,Otto Virtanen,12%,1.79,60%,0.6,0.125,10,8,1.79,Antoine Bellier,Mens,Fav
1837,Tennys Sandgren,Stefan Kozlov,40%,1.68,45%,0.45454545454545453,0.4,11,5,1.68,Tennys Sandgren,Mens,Fav
1838,Karen Khachanov,Sebastian Baez,14%,1.16,53%,0.5333333333333333,0.14285714285714285,45,7,1.16,Karen Khachanov,Mens,Fav
1839,Sasi Kumar Mukund,Sasi Kumar Mukund,0%,4.47,90%,0.9,0.0,10,5,1.17,James Duckworth,Mens,Dog
1840,Altug Celikbilek,Giovanni Oradini,60%,1.43,45%,0.45454545454545453,0.6,11,5,1.43,Altug Celikbilek,Mens,Fav
1841,Cem Ilkel,Illya Marchenko,67%,1.39,82%,0.8181818181818182,0.6666666666666666,11,6,1.39,Cem Ilkel,Mens,Fav
1842,Alibek Kachmazov,Alibek Kachmazov,0%,4.94,80%,0.8,0.0,10,5,1.14,Jason Kubler,Mens,Dog
1843,Otto Virtanen,Henri Squire,60%,1.52,73%,0.7272727272727273,0.6,11,5,1.52,Otto Virtanen,Mens,Fav
1844,Valentin Royer,Vitaliy Sachko,50%,1.79,60%,0.6,0.5,10,6,1.79,Valentin Royer,Mens,Fav
1845,Yosuke Watanuki,Naoki Nakagawa,20%,1.34,60%,0.6,0.2,10,5,1.34,Yosuke Watanuki,Mens,Fav
1846,Evgeny Karlovskiy,Evgeny Karlovskiy,44%,2.3,40%,0.4,0.4444444444444444,10,9,1.55,Francesco Maestrelli,Mens,Dog
1847,Geoffrey Blancaneaux,Geoffrey Blancaneaux,20%,3.21,80%,0.8,0.2,10,5,1.32,Corentin Moutet,Mens,Dog
1848,Elisabetta Cocciaretto,Elisabetta Cocciaretto,57%,2.2,55%,0.5517241379310345,0.5714285714285714,29,7,1.65,Magda Linette,Womens,Dog
1849,Kayla Day,Emina Bektas,67%,1.37,56%,0.5555555555555556,0.6666666666666666,9,6,1.37,Kayla Day,Womens,Fav
1850,Whitney Osuigwe,Whitney Osuigwe,50%,2.08,36%,0.36363636363636365,0.5,11,6,1.69,Francesca Di Lorenzo,Womens,Dog
1851,Jiri Lehecka,Jiri Lehecka,47%,2.63,61%,0.6071428571428571,0.4666666666666667,28,15,1.46,Mikael Ymer,Mens,Dog
1852,Marc Andrea Huesler,Laslo Djere,50%,1.84,50%,0.5,0.5,14,24,1.84,Marc Andrea Huesler,Mens,Fav
1853,Lorenzo Sonego,Tallon Griekspoor,41%,1.45,56%,0.5555555555555556,0.4117647058823529,27,17,1.45,Lorenzo Sonego,Mens,Fav
1854,Daniil Medvedev,Denis Shapovalov,52%,1.25,74%,0.7407407407407407,0.5151515151515151,54,33,1.25,Daniil Medvedev,Mens,Fav
1855,Holger Rune,Roberto Bautista Agut,58%,1.56,58%,0.5833333333333334,0.5757575757575758,24,33,1.56,Holger Rune,Mens,Fav
1856,Felix Auger Aliassime,Holger Rune,53%,1.35,65%,0.6530612244897959,0.5263157894736842,49,19,1.35,Felix Auger Aliassime,Mens,Fav
1857,Gregoire Barrere,Mathias Bourgue,40%,1.4,75%,0.75,0.4,12,10,1.4,Gregoire Barrere,Mens,Fav
1858,Gregoire Barrere,Luca Van Assche,29%,1.47,72%,0.7222222222222222,0.2857142857142857,18,7,1.47,Gregoire Barrere,Mens,Fav
1859,Tennys Sandgren,Tennys Sandgren,14%,2.08,90%,0.9,0.14285714285714285,10,7,1.71,Juncheng Shang,Mens,Dog
1860,Rinky Hijikata,Rio Noguchi,80%,1.26,62%,0.6153846153846154,0.8,13,5,1.26,Rinky Hijikata,Mens,Fav
1861,Borna Gojo,Lukas Klein,80%,1.74,63%,0.631578947368421,0.8,19,5,1.74,Borna Gojo,Mens,Fav
1862,Jason Kubler,Alexandar Lazarov,60%,1.31,73%,0.7272727272727273,0.6,11,5,1.31,Jason Kubler,Mens,Fav
1863,Cem Ilkel,Cem Ilkel,59%,2.08,64%,0.6363636363636364,0.5882352941176471,11,17,1.67,Alexander Ritschard,Mens,Dog
1864,Stefan Kozlov,Stefan Kozlov,63%,2.98,40%,0.4,0.631578947368421,15,19,1.36,Steve Johnson,Mens,Dog
1865,Giovanni Oradini,Giovanni Oradini,40%,2.2,22%,0.2222222222222222,0.4,9,5,1.61,Hamad Medjedovic,Mens,Dog
1866,Altug Celikbilek,Kenny De Schepper,40%,1.57,45%,0.45454545454545453,0.4,11,5,1.57,Altug Celikbilek,Mens,Fav
1867,Arthur Fils,Arthur Fils,60%,2.63,55%,0.5454545454545454,0.6,11,5,1.46,Fabio Fognini,Mens,Dog
1868,Oscar Otte,Bernabe Zapata Miralles,33%,1.39,50%,0.5,0.3333333333333333,14,15,1.39,Oscar Otte,Mens,Fav
1869,Jiri Lehecka,Jiri Lehecka,42%,2.56,54%,0.5428571428571428,0.4166666666666667,35,12,1.47,Marcos Giron,Mens,Dog
1870,Mikael Ymer,Constant Lestienne,55%,1.42,61%,0.6071428571428571,0.5454545454545454,28,11,1.42,Mikael Ymer,Mens,Fav
1871,Geoffrey Blancaneaux,Geoffrey Blancaneaux,20%,6.22,80%,0.8,0.2,10,5,1.11,Emil Ruusuvuori,Mens,Dog
1872,Quentin Halys,Thiago Monteiro,45%,1.49,47%,0.47058823529411764,0.45454545454545453,17,22,1.49,Quentin Halys,Mens,Fav
1873,Lorenzo Sonego,Joao Sousa,18%,1.21,56%,0.5555555555555556,0.18181818181818182,27,11,1.21,Lorenzo Sonego,Mens,Fav
1874,Corentin Moutet,Corentin Moutet,73%,2.22,38%,0.375,0.7333333333333333,16,15,1.62,Ugo Humbert,Mens,Dog
1875,Laslo Djere,Laslo Djere,38%,2.36,27%,0.2727272727272727,0.38461538461538464,22,26,1.55,David Goffin,Mens,Dog
1876,Borna Gojo,Flavio Cobolli,57%,1.4,67%,0.6666666666666666,0.5714285714285714,18,7,1.4,Borna Gojo,Mens,Fav
1877,Lukas Klein,Andrea Vavassori,60%,1.47,82%,0.8181818181818182,0.6,11,10,1.47,Lukas Klein,Mens,Fav
1878,Borna Gojo,Giulio Zeppieri,20%,1.5,61%,0.6111111111111112,0.2,18,5,1.5,Borna Gojo,Mens,Fav
1879,Hugo Gaston,Hugo Gaston,38%,2.07,50%,0.5,0.375,12,16,1.71,Marc Andrea Huesler,Mens,Dog
1880,Tallon Griekspoor,Tallon Griekspoor,39%,2.45,56%,0.5641025641025641,0.3888888888888889,39,18,1.51,Mackenzie Mcdonald,Mens,Dog
1881,Arthur Fils,Arthur Fils,40%,3.12,64%,0.6363636363636364,0.4,11,5,1.34,Jaume Munar,Mens,Dog
1882,Magda Linette,Rebecca Marino,47%,1.66,48%,0.4827586206896552,0.47058823529411764,29,17,1.66,Magda Linette,Womens,Fav
1883,Fabio Fognini,Fabio Fognini,55%,1.92,50%,0.5,0.5454545454545454,16,22,1.85,Daniel Elahi Galan,Mens,Dog
1884,Bernabe Zapata Miralles,Pedro Martinez,52%,1.78,29%,0.2857142857142857,0.5217391304347826,14,23,1.78,Bernabe Zapata Miralles,Mens,Fav
1885,Oscar Otte,Oscar Otte,40%,2.7,57%,0.5714285714285714,0.4,35,15,1.43,Ilya Ivashka,Mens,Dog
1886,Quentin Halys,Pedro Cachin,33%,1.51,43%,0.42857142857142855,0.3333333333333333,14,6,1.51,Quentin Halys,Mens,Fav
1887,Elisabetta Cocciaretto,Lin Zhu,53%,1.68,50%,0.5,0.5333333333333333,10,15,1.68,Elisabetta Cocciaretto,Womens,Fav
