,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
983,Benoit Paire,Blake Ellis,40%,1.32,50%,0.5,0.4,10,5,1.32,Benoit Paire,Mens,Fav
984,Norbert Gombos,Jozef Kovalik,30%,1.44,60%,0.6,0.3,10,10,1.44,Norbert Gombos,Mens,Fav
985,Enzo Couacaud,James McCabe,20%,1.27,85%,0.8461538461538461,0.2,13,5,1.27,Enzo Couacaud,Mens,Fav
986,Yosuke Watanuki,Jurij Rodionov,37%,1.57,57%,0.5714285714285714,0.3684210526315789,14,19,1.57,Yosuke Watanuki,Mens,Fav
987,Marc Polmans,Dane Sweeny,40%,1.5,60%,0.6,0.4,10,5,1.5,Marc Polmans,Mens,Fav
988,Marton Fucsovics,Matteo Arnaldi,80%,1.47,25%,0.25,0.8,12,5,1.47,Marton Fucsovics,Mens,Fav
989,Maximilian Marterer,Maximilian Marterer,33%,2.38,62%,0.6153846153846154,0.3333333333333333,13,9,1.57,Laslo Djere,Mens,Dog
990,Cem Ilkel,Kenny De Schepper,44%,1.41,82%,0.8181818181818182,0.4444444444444444,11,9,1.41,Cem Ilkel,Mens,Fav
991,Ricardas Berankis,Gian Marco Moroni,38%,1.36,75%,0.75,0.38461538461538464,12,13,1.36,Ricardas Berankis,Mens,Fav
992,Hamad Medjedovic,Lucas Gerch,60%,1.8,20%,0.2,0.6,10,5,1.8,Hamad Medjedovic,Mens,Fav
993,Joao Domingues,Joao Domingues,0%,2.56,70%,0.7,0.0,10,5,1.47,Valentin Vacherot,Mens,Dog
994,Filip Cristian Jianu,Filip Cristian Jianu,20%,2.42,56%,0.5555555555555556,0.2,9,5,1.52,Mark Lajal,Mens,Dog
995,Alafia Ayeni,Alafia Ayeni,60%,1.87,80%,0.8,0.6,10,5,1.85,Valentin Royer,Mens,Dog
996,Evgeny Donskoy,Evgeny Donskoy,31%,1.87,50%,0.5,0.3125,10,16,1.85,Paul Jubb,Mens,Dog
997,Henri Squire,Henri Squire,20%,2.31,50%,0.5,0.2,10,5,1.57,Gianluca Mager,Mens,Dog
998,Mats Moraing,Mats Moraing,40%,2.63,75%,0.75,0.4,12,5,1.45,Lucas Pouille,Mens,Dog
999,Matteo Gigante,Clement Tabur,0%,1.54,30%,0.3,0.0,10,5,1.54,Matteo Gigante,Mens,Fav
1000,Magda Linette,Belen Teichmann Jil,14%,1.63,36%,0.36363636363636365,0.14285714285714285,33,7,1.63,Magda Linette,Womens,Fav
1001,Anna Blinkova,Anna Blinkova,47%,1.99,50%,0.5,0.47368421052631576,10,19,1.8,Elisabetta Cocciaretto,Womens,Dog
1002,Viktoria Kuzmova,Viktoria Kuzmova,20%,2.2,55%,0.5454545454545454,0.2,11,5,1.66,Bernarda Pera,Womens,Dog
1003,Emma Raducanu,Linda Fruhvirtova,60%,1.49,59%,0.5909090909090909,0.6,22,10,1.49,Emma Raducanu,Womens,Fav
1004,Cori Gauff,Tatiana Maria,20%,1.11,76%,0.7586206896551724,0.2,29,5,1.11,Cori Gauff,Womens,Fav
1005,Qinwen Zheng,Anett Kontaveit,72%,1.64,50%,0.5,0.7222222222222222,16,54,1.64,Qinwen Zheng,Womens,Fav
1006,Marketa Vondrousova,Ekaterina Alexandrova,44%,1.77,57%,0.5714285714285714,0.4444444444444444,21,18,1.77,Marketa Vondrousova,Womens,Fav
1007,Victoria Azarenka,Anhelina Kalinina,35%,1.73,61%,0.6111111111111112,0.35,36,20,1.73,Victoria Azarenka,Womens,Fav
1008,Claire Liu,Priscilla Hon,17%,1.25,75%,0.75,0.16666666666666666,12,6,1.25,Claire Liu,Womens,Fav
1009,Sorana Cirstea,Sorana Cirstea,56%,2.22,40%,0.4,0.5555555555555556,25,18,1.66,Viktorija Golubic,Womens,Dog
1010,Jelena Ostapenko,Jelena Ostapenko,47%,2.05,68%,0.6818181818181818,0.46511627906976744,22,43,1.77,Karolina Pliskova,Womens,Dog
1011,Jessica Pegula,Laura Siegemund,17%,1.12,77%,0.7692307692307693,0.16666666666666666,13,6,1.12,Jessica Pegula,Womens,Fav
1012,Lucia Bronzetti,Ulrikke Eikeri,0%,1.1,50%,0.5,0.0,10,5,1.1,Lucia Bronzetti,Womens,Fav
1013,Maria Sakkari,Elise Mertens,48%,1.54,60%,0.5961538461538461,0.4782608695652174,52,23,1.54,Maria Sakkari,Womens,Fav
1014,Caroline Garcia,Petra Martic,33%,1.24,55%,0.55,0.3333333333333333,40,15,1.24,Caroline Garcia,Womens,Fav
1015,Mark Lajal,Tristan Lamasine,40%,1.69,56%,0.5555555555555556,0.4,9,5,1.69,Mark Lajal,Mens,Fav
1016,Sho Shimabukuro,Beibit Zhukayev,67%,1.58,50%,0.5,0.6666666666666666,10,6,1.58,Sho Shimabukuro,Mens,Fav
1017,Luca Nardi,Luca Nardi,45%,1.91,70%,0.7,0.45454545454545453,10,11,1.84,Lukas Klein,Mens,Dog
1018,Blake Ellis,Blake Ellis,40%,4.05,45%,0.45454545454545453,0.4,11,5,1.21,Ernesto Escobedo,Mens,Dog
1019,Maximilian Marterer,Maximilian Marterer,47%,2.06,44%,0.4444444444444444,0.47368421052631576,18,19,1.76,Elias Ymer,Mens,Dog
1020,Pedro Martinez,Ramkumar Ramanathan,14%,1.62,46%,0.46153846153846156,0.14285714285714285,13,7,1.62,Pedro Martinez,Mens,Fav
1021,Aslan Karatsev,Pablo Andujar,38%,1.29,50%,0.5,0.375,12,8,1.29,Aslan Karatsev,Mens,Fav
1022,Flavio Cobolli,Sasi Kumar Mukund,14%,1.34,80%,0.8,0.14285714285714285,10,7,1.34,Flavio Cobolli,Mens,Fav
1023,Daniil Medvedev,Lorenzo Sonego,42%,1.12,74%,0.7384615384615385,0.42105263157894735,65,19,1.12,Daniil Medvedev,Mens,Fav
1024,Karen Khachanov,Pedro Cachin,17%,1.17,62%,0.625,0.16666666666666666,48,6,1.17,Karen Khachanov,Mens,Fav
1025,Novak Djokovic,Constant Lestienne,44%,1.03,93%,0.9333333333333333,0.4444444444444444,15,9,1.03,Novak Djokovic,Mens,Fav
1026,Jannik Sinner,Kyle Edmund,40%,1.12,82%,0.8181818181818182,0.4,11,5,1.12,Jannik Sinner,Mens,Fav
1027,Denis Shapovalov,Rinky Hijikata,43%,1.26,75%,0.75,0.42857142857142855,12,7,1.26,Denis Shapovalov,Mens,Fav
1028,Roberto Bautista Agut,Roberto Bautista Agut,58%,2.71,67%,0.6727272727272727,0.5757575757575758,55,33,1.46,Andrey Rublev,Mens,Dog
1029,Sebastian Korda,Andy Murray,44%,1.59,56%,0.5609756097560976,0.4358974358974359,41,39,1.59,Sebastian Korda,Mens,Fav
1030,Matteo Berrettini,Matteo Berrettini,45%,2.2,65%,0.6511627906976745,0.45454545454545453,43,22,1.65,Casper Ruud,Mens,Dog
1031,Frances Tiafoe,Oscar Otte,8%,1.27,71%,0.7142857142857143,0.08333333333333333,35,12,1.27,Frances Tiafoe,Mens,Fav
1032,Hubert Hurkacz,Stan Wawrinka,40%,1.5,80%,0.8,0.4,10,10,1.5,Hubert Hurkacz,Mens,Fav
1033,Borna Gojo,Borna Gojo,33%,2.82,54%,0.5384615384615384,0.3333333333333333,13,6,1.42,Adrian Mannarino,Mens,Dog
1034,Tim Van Rijthoven,Radu Albot,46%,1.78,32%,0.3157894736842105,0.4583333333333333,19,24,1.78,Tim Van Rijthoven,Mens,Fav
1035,Enzo Couacaud,Emilio Gomez,79%,1.7,44%,0.4375,0.7894736842105263,16,19,1.7,Enzo Couacaud,Mens,Fav
1036,Jason Kubler,Albert Ramos Vinolas,50%,1.58,40%,0.4,0.5,10,6,1.58,Jason Kubler,Mens,Fav
1037,Yosuke Watanuki,Luca Van Assche,40%,1.67,56%,0.5625,0.4,16,10,1.67,Yosuke Watanuki,Mens,Fav
1038,Laurent Lokoli,Nino Serdarusic,54%,1.58,36%,0.36363636363636365,0.5384615384615384,11,13,1.58,Laurent Lokoli,Mens,Fav
1039,Raul Brancaccio,Calum Puttergill,40%,1.07,40%,0.4,0.4,10,5,1.07,Raul Brancaccio,Mens,Fav
1040,James McCabe,James McCabe,0%,2.79,70%,0.7,0.0,10,5,1.4,Franco Agamenone,Mens,Dog
1041,Geoffrey Blancaneaux,Tomas Barrios Vera,60%,1.58,57%,0.5714285714285714,0.6,14,5,1.58,Geoffrey Blancaneaux,Mens,Fav
1042,Hugo Grenier,Skander Mansouri,20%,1.24,50%,0.5,0.2,22,5,1.24,Hugo Grenier,Mens,Fav
1043,Damir Dzumhur,Jeremy Jin,40%,1.08,60%,0.6,0.4,10,5,1.08,Damir Dzumhur,Mens,Fav
1044,Dayne Kelly,Dayne Kelly,0%,2.13,80%,0.8,0.0,10,5,1.67,Marco Trungelliti,Mens,Dog
1045,Liam Broady,Francesco Passaro,40%,1.42,46%,0.4642857142857143,0.4,28,5,1.42,Liam Broady,Mens,Fav
1046,Marc Polmans,Marc Polmans,60%,1.91,73%,0.7272727272727273,0.6,11,10,1.84,Mitchell Krueger,Mens,Dog
1047,Matteo Arnaldi,Alexander Shevchenko,27%,1.66,64%,0.6363636363636364,0.2727272727272727,11,11,1.66,Matteo Arnaldi,Mens,Fav
1048,Marton Fucsovics,Francesco Maestrelli,33%,1.43,50%,0.5,0.3333333333333333,16,6,1.43,Marton Fucsovics,Mens,Fav
1049,Alexandre Muller,Alexandre Muller,47%,2.03,56%,0.5625,0.4666666666666667,16,15,1.72,Emilio Nava,Mens,Dog
1050,Jurij Rodionov,Gijs Brouwer,30%,1.74,35%,0.35,0.3,20,10,1.74,Jurij Rodionov,Mens,Fav
1051,Zsombor Piros,Blake Mott,60%,1.2,73%,0.7272727272727273,0.6,11,5,1.2,Zsombor Piros,Mens,Fav
1052,Alibek Kachmazov,Sebastian Fanselow,14%,1.38,58%,0.5833333333333334,0.14285714285714285,12,7,1.38,Alibek Kachmazov,Mens,Fav
1053,Cem Ilkel,Rudolf Molleker,20%,1.39,80%,0.8,0.2,10,5,1.39,Cem Ilkel,Mens,Fav
1054,Joris De Loore,Edan Leshem,40%,1.3,80%,0.8,0.4,10,5,1.3,Joris De Loore,Mens,Fav
1055,Kenny De Schepper,Jules Marie,60%,1.8,91%,0.9090909090909091,0.6,11,5,1.8,Kenny De Schepper,Mens,Fav
1056,Lucas Pouille,Alfredo Perez,60%,1.34,71%,0.7142857142857143,0.6,14,5,1.34,Lucas Pouille,Mens,Fav
1057,Henri Squire,Akira Santillan,20%,1.56,70%,0.7,0.2,10,5,1.56,Henri Squire,Mens,Fav
1058,Alafia Ayeni,Sung Nam Ji,60%,1.53,60%,0.6,0.6,10,5,1.53,Alafia Ayeni,Mens,Fav
1059,Dayne Kelly,Dayne Kelly,60%,2.85,50%,0.5,0.6,10,5,1.37,Federico Gaio,Mens,Dog
1060,Evgeny Donskoy,Michael Vrbensky,50%,1.25,82%,0.8181818181818182,0.5,11,6,1.25,Evgeny Donskoy,Mens,Fav
1061,Alibek Kachmazov,Timo Legout,60%,1.41,80%,0.8,0.6,10,5,1.41,Alibek Kachmazov,Mens,Fav
1062,Enzo Couacaud,Tristan Schoolkate,40%,1.41,70%,0.7,0.4,10,5,1.41,Enzo Couacaud,Mens,Fav
1063,Joris De Loore,Oscar Jose Gutierrez,20%,1.22,80%,0.8,0.2,10,5,1.22,Joris De Loore,Mens,Fav
1064,Yoshihito Nishioka,Yoshihito Nishioka,50%,3.58,62%,0.625,0.5,32,28,1.29,Holger Rune,Mens,Dog
1065,Mitchell Krueger,Mitchell Krueger,50%,2.62,50%,0.5,0.5,10,18,1.43,Sebastian Ofner,Mens,Dog
1066,Lin Zhu,Lin Zhu,47%,2.31,47%,0.4666666666666667,0.4666666666666667,15,15,1.61,Madison Brengle,Womens,Dog
1067,Rebecca Marino,Dalma Galfi,50%,1.43,58%,0.5789473684210527,0.5,19,10,1.43,Rebecca Marino,Womens,Fav
1068,Ysaline Bonaventure,Ysaline Bonaventure,67%,2.63,56%,0.5555555555555556,0.6666666666666666,18,9,1.49,Caty Mcnally,Womens,Dog
1069,Julia Grabher,Julia Grabher,40%,3.02,61%,0.6129032258064516,0.4,31,5,1.38,Tereza Martincova,Womens,Dog
1070,Venus Williams,Venus Williams,0%,3.04,80%,0.8,0.0,10,5,1.38,Katie Volynets,Womens,Dog
1071,Linda Noskova,Linda Noskova,57%,3.08,74%,0.7391304347826086,0.5714285714285714,23,7,1.37,Daria Kasatkina,Womens,Dog
1072,Irina Camelia Begu,Irina Camelia Begu,52%,2.67,55%,0.5483870967741935,0.52,31,25,1.47,Shelby Rogers,Womens,Dog
1073,Veronika Kudermetova,Amanda Anisimova,38%,1.52,45%,0.4523809523809524,0.38095238095238093,42,21,1.52,Veronika Kudermetova,Womens,Fav
1074,Elena Rybakina,Danielle Collins,69%,1.65,54%,0.5405405405405406,0.6923076923076923,37,26,1.65,Elena Rybakina,Womens,Fav
1075,Liudmila Samsonova,Shuai Zhang,36%,1.26,61%,0.6129032258064516,0.36363636363636365,31,33,1.26,Liudmila Samsonova,Womens,Fav
1076,Madison Keys,Jule Niemeier,38%,1.38,63%,0.6296296296296297,0.375,27,8,1.38,Madison Keys,Womens,Fav
1077,Alison Van Uytvanck,Despina Papamichail,40%,1.21,70%,0.7,0.4,10,5,1.21,Alison Van Uytvanck,Womens,Fav
1078,Iga Swiatek,Belinda Bencic,45%,1.22,79%,0.7857142857142857,0.45,56,20,1.22,Iga Swiatek,Womens,Fav
1079,Donna Vekic,Alize Cornet,49%,1.78,46%,0.46153846153846156,0.4864864864864865,26,37,1.78,Donna Vekic,Womens,Fav
1080,Nuria Parrizas Diaz,Maddison Inglis,29%,1.42,69%,0.6923076923076923,0.2857142857142857,13,14,1.42,Nuria Parrizas Diaz,Womens,Fav
1081,Francesco Maestrelli,Francesco Maestrelli,60%,2.05,82%,0.8181818181818182,0.6,11,5,1.69,Gabriel Diallo,Mens,Dog
1082,Emilio Nava,Oleksii Krutykh,40%,1.44,46%,0.46153846153846156,0.4,13,5,1.44,Emilio Nava,Mens,Fav
1083,Roberto Carballes Baena,Roberto Carballes Baena,31%,2.01,36%,0.35714285714285715,0.3076923076923077,14,13,1.79,Bernabe Zapata Miralles,Mens,Dog
1084,Benjamin Bonzi,Chun Hsin Tseng,30%,1.4,67%,0.6666666666666666,0.3,18,10,1.4,Benjamin Bonzi,Mens,Fav
1085,Tallon Griekspoor,Jaume Munar,55%,1.82,45%,0.45,0.5454545454545454,20,22,1.82,Tallon Griekspoor,Mens,Fav
1086,Laslo Djere,Alex Molcan,44%,1.89,37%,0.37037037037037035,0.4375,27,16,1.89,Laslo Djere,Mens,Fav
1087,Marco Cecchinato,Marco Cecchinato,20%,2.75,43%,0.42857142857142855,0.2,14,5,1.44,Nikoloz Basilashvili,Mens,Dog
1088,Alexandre Muller,Antoine Bellier,38%,1.83,43%,0.42857142857142855,0.375,14,8,1.83,Alexandre Muller,Mens,Fav
1089,Miomir Kecmanovic,Christopher Oconnell,45%,1.58,50%,0.5,0.45454545454545453,20,11,1.58,Miomir Kecmanovic,Mens,Fav
1090,Hugo Gaston,Aleksandar Vukic,56%,1.82,53%,0.5333333333333333,0.5555555555555556,15,18,1.82,Hugo Gaston,Mens,Fav
1091,Alexei Popyrin,Alexei Popyrin,25%,6.13,77%,0.7692307692307693,0.25,13,12,1.13,Felix Auger Aliassime,Mens,Dog
1092,Roman Safiullin,Roman Safiullin,67%,2.2,62%,0.6206896551724138,0.6666666666666666,29,18,1.67,Mikael Ymer,Mens,Dog
1093,Jack Draper,Soon Woo Kwon,41%,1.65,70%,0.7,0.40625,10,32,1.65,Jack Draper,Mens,Fav
1094,Taylor Fritz,Alexander Zverev,72%,1.45,70%,0.6956521739130435,0.71875,46,32,1.45,Taylor Fritz,Mens,Fav
1095,Lorenzo Musetti,Viktor Durasovic,40%,1.05,55%,0.5454545454545454,0.4,11,5,1.05,Lorenzo Musetti,Mens,Fav
1096,Stefanos Tsitsipas,David Goffin,20%,1.14,66%,0.6551724137931034,0.2,58,10,1.14,Stefanos Tsitsipas,Mens,Fav
1097,Alex De Minaur,Alex De Minaur,47%,2.53,70%,0.6956521739130435,0.46875,23,32,1.5,Rafael Nadal,Mens,Dog
1098,Borna Coric,Arthur Rinderknech,57%,1.52,56%,0.5555555555555556,0.5714285714285714,18,35,1.52,Borna Coric,Mens,Fav
1099,Quentin Halys,Quentin Halys,42%,2.08,43%,0.42857142857142855,0.42105263157894735,21,19,1.74,Jordan Thompson,Mens,Dog
1100,Norbert Gombos,Filip Misolic,20%,1.66,55%,0.5454545454545454,0.2,11,5,1.66,Norbert Gombos,Mens,Fav
1101,Liam Broady,Andrea Pellegrino,17%,1.39,69%,0.6944444444444444,0.16666666666666666,36,6,1.39,Liam Broady,Mens,Fav
1102,Leandro Riedi,Nicolas Jarry,80%,1.7,60%,0.6,0.8,10,5,1.7,Leandro Riedi,Mens,Fav
1103,Lloyd Harris,Benjamin Hassan,80%,1.22,91%,0.9090909090909091,0.8,11,5,1.22,Lloyd Harris,Mens,Fav
1104,Max Purcell,Stefano Travaglia,55%,1.77,69%,0.6923076923076923,0.5454545454545454,13,11,1.77,Max Purcell,Mens,Fav
1105,Marek Gengel,Marek Gengel,71%,2.54,55%,0.5454545454545454,0.7142857142857143,11,7,1.48,Tennys Sandgren,Mens,Dog
1106,Hsiou Hsu Yu,Hiroki Moriya,43%,1.69,60%,0.6,0.42857142857142855,10,14,1.69,Hsiou Hsu Yu,Mens,Fav
1107,Antoine Escoffier,Shintaro Mochizuki,50%,1.73,82%,0.8181818181818182,0.5,11,10,1.73,Antoine Escoffier,Mens,Fav
1108,Dennis Novak,Dan Added,50%,1.32,58%,0.5833333333333334,0.5,12,6,1.32,Dennis Novak,Mens,Fav
1109,Colin Sinclair,Ajeet Rai,60%,1.65,56%,0.5555555555555556,0.6,9,5,1.65,Colin Sinclair,Mens,Fav
1110,Ryan Peniston,Kaichi Uchida,29%,1.53,60%,0.6,0.2857142857142857,15,14,1.53,Ryan Peniston,Mens,Fav
1111,Dane Sweeny,Dane Sweeny,33%,3.13,73%,0.7333333333333333,0.3333333333333333,15,6,1.35,Pavel Kotov,Mens,Dog
1112,Jan Lennard Struff,Federico Delbonis,20%,1.3,46%,0.46153846153846156,0.2,13,5,1.3,Jan Lennard Struff,Mens,Fav
